   -1.1730   -3.0962   -1.0000
    0.6040    6.7376    1.0000
   -0.9481   -4.2203   -1.0000
   -1.3731   -8.6549   -1.0000
    1.2534    4.8564    1.0000
    1.1610    6.0382    1.0000
   -0.9106   -8.0659   -1.0000
   -0.9090   -7.4314   -1.0000
   -0.9714   -7.2942   -1.0000
   -0.5359   -9.3491   -1.0000
   -1.1380   -4.8674   -1.0000
   -1.3416   -3.6281   -1.0000
    0.9062    7.9299    1.0000
   -0.6061   -6.7841   -1.0000
    1.4233    1.6989    1.0000
    0.7836    7.5562    1.0000
    1.1316    5.6921    1.0000
   -0.7075   -5.3228   -1.0000
   -1.2532   -4.2060   -1.0000
   -0.7044   -9.1107   -1.0000
    0.9048    5.8761    1.0000
    1.3821    9.7896    1.0000
   -0.9814   -2.2100   -1.0000
   -1.7107   -5.6126   -1.0000
    1.2471    6.4349    1.0000
    1.5973    8.5007    1.0000
    0.7778    6.1033    1.0000
   -0.7947   -5.4596   -1.0000
    0.9924    7.5340    1.0000
    0.6303    4.9435    1.0000
    0.5451    5.4141    1.0000
    1.3294    2.3551    1.0000
   -0.5806   -9.0351   -1.0000
    0.2807    6.8794    1.0000
    0.6068    7.4868    1.0000
    1.0394    7.1780    1.0000
    0.8805    7.7064    1.0000
    1.8401    6.6211    1.0000
   -0.9950   -4.1613   -1.0000
    1.1445    5.0546    1.0000
    1.0078    6.6034    1.0000
   -0.5314   -5.3435   -1.0000
    0.9618    7.6036    1.0000
   -1.1695   -8.0013   -1.0000
   -1.2189   -8.1936   -1.0000
    0.9457    6.2753    1.0000
   -1.2906   -4.9616   -1.0000
   -0.8462   -7.7063   -1.0000
   -0.3100   -8.5060   -1.0000
   -1.3621   -5.2055   -1.0000
   -0.8222   -5.9377   -1.0000
    1.1093    5.1549    1.0000
    0.6519    5.7499    1.0000
   -1.4732   -6.2134   -1.0000
    0.9087    7.8792    1.0000
   -0.9370   -8.3422   -1.0000
   -1.1819   -6.0846   -1.0000
    0.8221    6.1357    1.0000
    0.6983    5.7864    1.0000
    0.6770    3.4977    1.0000
   -0.8501   -6.6419   -1.0000
   -1.0766   -7.7026   -1.0000
    0.9672    3.8866    1.0000
   -0.6831   -5.0365   -1.0000
    1.1488    5.8322    1.0000
    1.4038    3.6311    1.0000
   -0.4126   -7.4765   -1.0000
   -1.0588   -1.2139   -1.0000
   -1.1542   -5.6220   -1.0000
   -0.8697   -2.7250   -1.0000
    0.7669    2.8722    1.0000
   -1.5777   -7.0726   -1.0000
    1.0734    2.9552    1.0000
    1.1535    3.3239    1.0000
    1.6523    8.0020    1.0000
    1.0118    6.0715    1.0000
    0.8536    9.2626    1.0000
    0.6062    7.5859    1.0000
   -1.1425   -7.1624   -1.0000
   -0.8970   -3.0160   -1.0000
   -1.2742   -3.6507   -1.0000
    1.4421    3.5117    1.0000
    0.9729    6.4232    1.0000
    0.4776    5.8178    1.0000
   -1.2328   -6.5321   -1.0000
   -0.7149   -3.9596   -1.0000
   -1.1439   -9.6954   -1.0000
   -0.8993   -5.9184   -1.0000
   -1.3016   -4.6589   -1.0000
   -0.8219   -6.0360   -1.0000
    1.3952    8.0279    1.0000
   -0.9891   -6.5681   -1.0000
   -0.9076   -8.9369   -1.0000
    0.7231    5.6612    1.0000
    1.1108    3.7765    1.0000
   -0.9124   -6.9583   -1.0000
    0.8919    7.5810    1.0000
    1.0102    2.4124    1.0000
    0.7386    7.5895    1.0000
    0.6509    4.3132    1.0000
   -1.1488   -3.2352   -1.0000
    0.7702    7.3784    1.0000
    0.5491    7.9651    1.0000
    1.4829    4.8157    1.0000
   -1.1456   -5.5741   -1.0000
    0.8614    6.5267    1.0000
   -1.0771   -6.1724   -1.0000
    0.6693    6.3435    1.0000
    1.4911    6.8902    1.0000
   -0.9668   -7.4749   -1.0000
   -1.1747   -4.9214   -1.0000
   -0.9509   -2.8987   -1.0000
   -0.3042   -5.7825   -1.0000
    0.7429    8.1234    1.0000
    1.5640    5.5170    1.0000
    1.0359    7.4943    1.0000
   -1.5998   -3.1427   -1.0000
    0.3503    8.0210    1.0000
   -1.0331   -8.7622   -1.0000
   -0.8382   -8.1100   -1.0000
   -0.7897   -3.8324   -1.0000
    0.6705    5.9828    1.0000
   -0.7500   -5.5699   -1.0000
   -0.9340   -6.8582   -1.0000
    0.5638    2.9511    1.0000
    1.0872    7.7093    1.0000
    1.0775    7.2635    1.0000
   -0.8477   -6.3612   -1.0000
    0.5917    3.2380    1.0000
   -0.8088   -7.6834   -1.0000
    0.5997    6.5189    1.0000
    0.9911    7.5803    1.0000
   -0.8970   -8.1580   -1.0000
    1.6537    3.7877    1.0000
    0.4511    2.8487    1.0000
   -1.0055   -5.2500   -1.0000
    0.5245    6.1955    1.0000
    0.8457    4.8373    1.0000
   -1.1115   -2.1850   -1.0000
   -0.9239   -5.7020   -1.0000
   -0.7486    0.5085    1.0000
   -1.2866   -5.9105   -1.0000
    0.9626    4.1683    1.0000
    1.0191    2.9771    1.0000
    0.7494    6.5943    1.0000
   -0.6749   -9.3978   -1.0000
    0.4826    7.2081    1.0000
   -1.0289   -7.3142   -1.0000
   -1.4208   -4.5415   -1.0000
   -1.5170   -5.7623   -1.0000
   -1.2583   -5.9918   -1.0000
   -1.3472   -6.4615   -1.0000
   -1.0157   -5.1580   -1.0000
    0.7972    4.6537    1.0000
   -1.1647   -4.9066   -1.0000
    0.5729    5.2701    1.0000
    0.6975    8.2080    1.0000
    0.5537   13.6067    1.0000
    1.3317    8.2842    1.0000
   -0.7688   -8.5095   -1.0000
   -1.0430   -3.5328   -1.0000
   -1.3721   -8.5944   -1.0000
    0.7565    5.5245    1.0000
    0.9550    6.4451    1.0000
    0.9149    5.6273    1.0000
   -0.2610   -7.7332   -1.0000
    1.0853    5.2627    1.0000
    1.1544    6.2143    1.0000
   -1.6540   -5.6926   -1.0000
    0.8119    7.4685    1.0000
   -1.0052   -7.4820   -1.0000
   -1.0590   -9.6593   -1.0000
   -0.5250   -9.0984   -1.0000
   -1.2239   -2.4065   -1.0000
   -0.4775   -7.2775   -1.0000
   -0.7097   -4.7670   -1.0000
    0.7662    3.4879    1.0000
   -1.1560  -11.5698   -1.0000
   -0.6896   -5.1652   -1.0000
   -0.8193   -7.8006   -1.0000
   -0.7856  -10.0448   -1.0000
   -1.0625   -6.6710   -1.0000
    0.6289    4.6836    1.0000
    1.4814    4.0170    1.0000
   -1.0966   -3.6550   -1.0000
   -0.6809   -4.0949   -1.0000
    0.9560    6.2732    1.0000
    1.3950    8.1016    1.0000
   -1.1255   -9.3660   -1.0000
   -0.8031   -9.6933   -1.0000
   -1.5363   -7.1357   -1.0000
   -0.7202  -10.6595   -1.0000
    0.9312    3.7417    1.0000
